Customer ID;Gender;Married;City;Offer;Phone Service;Multiple Lines;Internet Service;Internet Type;Online Security;Online Backup;Device Protection Plan;Premium Tech Support;Streaming TV;Streaming Movies;Streaming Music;Unlimited Data;Contract;Customer Status;Age;Number of Dependents;Latitude;Longitude;Number of Referrals;Tenure in Months;Avg Monthly Long Distance Charges;Avg Monthly GB Download;Monthly Charge;Total Charges;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue;Internet_Services_Count;Monthly_charge;Monthly_Revenue;Refund_Rate;Extra_Charges_Rate;Churn Category;Churn Reason;Payment Method
0058-EVZWM;Female;Yes;Stockton;Offer B;Yes;Yes;Yes;Fiber Optic;Yes;No;No;No;Yes;No;No;Yes;Month-to-Month;Stayed;37;0;38.044523;-121.348048;2;55;5.08;9.0;89.8;4959.6;0.0;0;279.4;5239.0;3;90.17454545454547;95.25454545454545;0.0;0.05333078831838137;;;Bank Withdrawal
0060-FUALY;Female;Yes;Los Angeles;Offer B;Yes;Yes;Yes;Fiber Optic;Yes;Yes;No;No;Yes;No;No;Yes;Month-to-Month;Stayed;60;0;33.964131;-118.272783;4;59;16.39;14.0;94.75;5597.65;0.0;0;967.01;6564.66;4;94.87542372881356;111.26542372881356;0.0;0.14730542023501597;;;Bank Withdrawal
0064-SUDOG;Female;Yes;Huntington Park;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;48;3;33.97803;-118.217141;3;12;19.28;0.0;20.3;224.5;0.0;0;231.36;455.86;0;18.708333333333332;37.98833333333334;0.0;0.5075242398982144;;;Bank Withdrawal
0064-YIJGF;Male;Yes;Yermo;Offer C;Yes;Yes;Yes;Fiber Optic;No;No;No;No;No;No;No;Yes;Month-to-Month;Stayed;60;3;35.013299;-116.834092;7;27;25.26;23.0;75.75;1929.0;0.0;0;682.02;2611.02;1;71.44444444444444;96.70444444444445;0.0;0.2612082634372774;;;Bank Withdrawal
0067-DKWBL;Male;No;San Diego;No;Yes;No;Yes;DSL;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Churned;69;0;32.961064;-117.134917;0;2;43.99;27.0;49.25;91.1;0.0;0;87.98;179.08;2;45.55;89.54;0.0;0.49128880947062764;Competitor;Competitor made better offer;Bank Withdrawal
0068-FIGTF;Female;No;Fremont;Offer C;Yes;No;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Stayed;20;0;37.516791;-121.899117;0;27;48.91;59.0;78.2;2078.95;0.0;0;1320.57;3399.52;7;76.99814814814815;125.90814814814814;0.0;0.3884577822751447;;;Credit Card
0071-NDAFP;Male;Yes;Santa Rosa;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Two Year;Stayed;31;3;38.439696;-122.668817;1;25;23.69;0.0;25.5;630.6;44.42;0;592.25;1178.43;0;25.224;47.1372;0.07044084998414209;0.5025754605704199;;;Credit Card
0074-HDKDG;Male;Yes;San Jose;No;Yes;No;Yes;Cable;Yes;Yes;Yes;No;No;No;No;Yes;One Year;Stayed;46;0;37.327069;-121.916819;5;25;6.45;19.0;61.6;1611.0;44.9;0;161.25;1727.35;4;64.44;69.094;0.02787088764742396;0.09335108692505863;;;Bank Withdrawal
0076-LVEPS;Male;No;Tujunga;No;No;No;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No;Yes;Month-to-Month;Stayed;57;1;34.296574;-118.244839;0;29;0.0;21.0;45.0;1242.45;12.26;0;0.0;1230.19;5;42.84310344827586;42.420344827586206;0.009867600305847317;0.0;;;Credit Card
0078-XZMHT;Male;Yes;Visalia;No;Yes;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;19;0;36.391777;-119.372842;5;72;32.36;52.0;85.15;6316.2;0.0;0;2329.92;8646.12;7;87.725;120.08500000000001;0.0;0.2694757879835117;;;Bank Withdrawal
0080-EMYVY;Female;No;Lodi;No;Yes;No;Yes;Cable;No;Yes;No;No;No;No;No;Yes;One Year;Stayed;64;0;38.123544;-121.159078;0;14;24.04;12.0;51.45;727.85;0.0;0;336.56;1064.41;2;51.989285714285714;76.02928571428572;0.0;0.31619394782085847;;;Credit Card
0080-OROZO;Female;No;El Portal;Offer C;Yes;No;Yes;Fiber Optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Stayed;38;0;37.654551;-119.822984;0;35;36.42;2.0;99.25;3532.0;0.0;0;1274.7;4806.7;6;100.91428571428571;137.3342857142857;0.0;0.2651923356980881;;;Bank Withdrawal
0082-LDZUE;Male;No;Calistoga;Offer E;Yes;No;Yes;DSL;No;No;No;No;No;No;No;Yes;Month-to-Month;Joined;54;0;38.629618;-122.593216;0;1;42.95;9.0;44.3;44.3;0.0;0;42.95;87.25;1;44.3;87.25;0.0;0.4922636103151863;;;Credit Card
0082-OQIQY;Male;No;Farmington;No;Yes;No;Yes;Fiber Optic;No;No;No;Yes;Yes;Yes;Yes;No;Month-to-Month;Stayed;50;0;37.956963;-120.863055;0;29;2.05;17.0;94.2;2607.6;0.0;20;59.45;2687.05;4;89.91724137931034;92.65689655172415;0.0;0.029567741575333543;;;Bank Withdrawal
0083-PIVIK;Male;No;Tulelake;No;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No;No;One Year;Stayed;25;0;41.813521;-121.492666;0;64;5.49;69.0;81.25;5567.55;0.0;40;351.36;5958.91;5;86.99296875;93.10796875;0.0;0.06567644082558724;;;Bank Withdrawal
0089-IIQKO;Female;Yes;Coleville;No;Yes;Yes;Yes;Fiber Optic;No;No;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Stayed;35;3;38.42528;-119.475741;1;39;24.38;53.0;99.95;3767.4;0.0;0;950.82;4718.22;5;96.60000000000001;120.98;0.0;0.20152091254752852;;;Credit Card
0093-EXYQL;Female;No;Ojai;No;Yes;No;Yes;Fiber Optic;No;No;No;No;Yes;Yes;No;Yes;Two Year;Stayed;72;0;34.581308;-118.931948;0;40;44.14;23.0;91.55;3673.6;0.0;0;1765.6;5439.2;3;91.84;135.98;0.0;0.32460655978820413;;;Bank Withdrawal
0093-XWZFY;Male;No;Desert Hot Springs;No;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Churned;51;0;33.832799;-116.250973;0;40;37.69;15.0;104.5;4036.85;0.0;0;1507.6;5544.45;6;100.92125;138.61124999999998;0.0;0.27191155119083044;Competitor;Competitor had better devices;Credit Card
0094-OIFMO;Female;No;North Hollywood;Offer D;Yes;No;Yes;Fiber Optic;No;Yes;No;No;Yes;Yes;No;No;Month-to-Month;Churned;78;1;34.207295;-118.400022;0;11;11.59;29.0;95.0;1120.3;0.0;120;127.49;1367.79;3;101.84545454545454;124.34454545454545;0.0;0.18094151880040066;Dissatisfaction;Product dissatisfaction;Bank Withdrawal
0096-BXERS;Female;Yes;Inverness;Offer E;Yes;Yes;Yes;Cable;No;No;No;No;No;No;No;Yes;Month-to-Month;Stayed;30;0;38.099323;-122.945723;10;6;42.66;85.0;50.35;314.55;0.0;0;255.96;570.51;1;52.425000000000004;95.085;0.0;0.4486512068149551;;;Bank Withdrawal
0096-FCPUF;Male;No;Santa Rosa;No;Yes;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Stayed;58;0;38.526941;-122.709096;0;30;2.64;15.0;64.5;1888.45;0.0;0;79.2;1967.65;4;62.94833333333334;65.58833333333334;0.0;0.040251060910222854;;;Mailed Check
0098-BOWSO;Male;No;San Jose;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;26;0;37.387027;-121.897775;0;27;20.66;0.0;19.4;529.8;0.0;0;557.82;1087.62;0;19.62222222222222;40.28222222222222;0.0;0.5128813372317539;;;Bank Withdrawal
0100-DUVFC;Male;Yes;Wilmington;No;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;No;Yes;One Year;Stayed;66;0;33.782068;-118.262263;3;70;39.49;28.0;104.8;7308.95;6.11;0;2764.3;10067.14;5;104.41357142857143;143.8162857142857;0.0008359613898029129;0.2745864267309286;;;Bank Withdrawal
0103-CSITQ;Female;Yes;Modesto;Offer B;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Stayed;20;0;37.670526;-120.877572;10;57;8.01;73.0;109.4;6252.7;0.0;0;456.57;6709.27;7;109.69649122807017;117.70649122807018;0.0;0.06805062249693335;;;Bank Withdrawal
0104-PPXDV;Male;Yes;San Diego;No;Yes;No;Yes;DSL;No;No;Yes;No;No;No;No;Yes;One Year;Stayed;61;0;32.697098;-117.116587;10;58;18.37;18.0;50.3;2878.55;10.23;0;1065.46;3933.78;2;49.630172413793105;67.82379310344828;0.0035538726094735194;0.2708489035990828;;;Credit Card
0106-GHRQR;Male;No;Rancho Palos Verdes;No;Yes;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Stayed;24;0;33.753146;-118.367459;0;16;25.71;48.0;71.4;1212.1;0.0;0;411.36;1623.46;5;75.75625;101.46625;0.0;0.25338474615943724;;;Bank Withdrawal
0106-UGRDO;Female;Yes;Kenwood;Offer A;Yes;Yes;Yes;Fiber Optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;55;0;38.419525;-122.521585;3;69;38.52;27.0;116.0;8182.85;0.0;0;2657.88;10840.73;8;118.59202898550726;157.11202898550724;0.0;0.24517537103128667;;;Bank Withdrawal
0107-WESLM;Male;No;West Point;Offer E;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Churned;32;0;38.41935;-120.469545;0;1;31.77;0.0;19.85;19.85;0.0;0;31.77;51.62;0;19.85;51.62;0.0;0.6154591243703991;Attitude;Attitude of support person;Bank Withdrawal
0107-YHINA;Male;No;Los Angeles;No;Yes;Yes;Yes;Fiber Optic;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Churned;59;0;34.003553;-118.308933;0;1;40.71;25.0;99.75;99.75;0.0;0;40.71;140.46;5;99.75;140.46;0.0;0.2898334045279795;Competitor;Competitor had better devices;Bank Withdrawal
0111-KLBQG;Male;Yes;Morongo Valley;Offer C;Yes;No;Yes;Fiber Optic;No;Yes;No;No;Yes;Yes;Yes;Yes;One Year;Stayed;71;1;34.097863;-116.594561;9;32;31.86;23.0;93.95;2861.45;0.0;0;1019.52;3880.97;5;89.4203125;121.2803125;0.0;0.2626972122948644;;;Mailed Check
0112-QAWRZ;Male;Yes;Palo Verde;Offer D;Yes;Yes;Yes;Fiber Optic;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Stayed;49;2;33.3249;-114.758334;8;16;48.71;12.0;90.8;1442.2;0.0;0;779.36;2221.56;3;90.1375;138.8475;0.0;0.35081654332991236;;;Bank Withdrawal
0112-QWPNC;Male;Yes;Valyermo;Offer B;Yes;Yes;Yes;Cable;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Churned;61;0;34.39583;-117.734568;1;49;39.55;10.0;84.35;4059.35;0.0;0;1937.95;5997.3;7;82.84387755102041;122.39387755102041;0.0;0.323137078351925;Competitor;Competitor offered higher download speeds;Bank Withdrawal
0114-IGABW;Female;Yes;Cambria;Offer A;No;No;Yes;Cable;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;40;0;35.591387;-121.032256;2;71;0.0;29.0;58.25;4145.9;0.0;0;0.0;4145.9;7;58.39295774647887;58.39295774647887;0.0;0.0;;;Bank Withdrawal
0114-PEGZZ;Female;No;Round Mountain;No;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Stayed;39;0;40.923558;-122.059933;0;33;49.69;12.0;107.55;3645.5;0.0;0;1639.77;5285.27;6;110.46969696969697;160.159696969697;0.0;0.3102528347653005;;;Bank Withdrawal
0114-RSRRW;Female;Yes;Klamath;Offer D;Yes;No;No;No;No;No;No;No;No;No;No;No;Month-to-Month;Stayed;21;0;41.572813;-124.035011;9;10;49.6;0.0;19.95;187.75;0.0;0;496.0;683.75;0;18.775;68.375;0.0;0.7254113345521024;;;Bank Withdrawal
0115-TFERT;Male;Yes;Fresno;No;Yes;Yes;Yes;Fiber Optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Month-to-Month;Churned;24;0;36.841655;-119.797113;1;21;36.26;59.0;111.2;2317.1;0.0;120;761.46;3198.56;6;110.33809523809524;152.31238095238095;0.0;0.2755802611175029;Attitude;Attitude of service provider;Bank Withdrawal
0117-LFRMW;Male;Yes;Angwin;No;No;No;Yes;DSL;Yes;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Churned;52;1;38.542448;-122.419923;1;37;0.0;23.0;40.2;1448.8;0.0;0;0.0;1448.8;4;39.15675675675676;39.15675675675676;0.0;0.0;Competitor;Competitor offered more data;Bank Withdrawal
0118-JPNOY;Female;No;Le Grand;No;Yes;No;Yes;Fiber Optic;Yes;No;No;No;Yes;No;No;Yes;Month-to-Month;Stayed;71;0;37.249377;-120.249581;0;26;33.74;7.0;85.8;2193.65;0.0;0;877.24;3070.89;3;84.37115384615385;118.11115384615384;0.0;0.2856631139506788;;;Credit Card
0121-SNYRK;Male;No;Redway;Offer B;No;No;Yes;DSL;Yes;No;No;Yes;No;No;No;Yes;One Year;Stayed;45;0;40.142256;-123.852927;0;50;0.0;7.0;35.4;1748.9;0.0;0;0.0;1748.9;3;34.978;34.978;0.0;0.0;;;Credit Card
0122-OAHPZ;Female;No;San Diego;No;Yes;Yes;Yes;Fiber Optic;No;No;No;No;No;No;Yes;Yes;Month-to-Month;Churned;29;0;32.85723;-117.209774;0;7;28.62;26.0;73.85;511.25;13.03;0;200.34;698.56;2;73.03571428571429;99.7942857142857;0.025486552567237163;0.28678996793403577;Competitor;Competitor made better offer;Bank Withdrawal
0123-CRBRT;Female;Yes;Monterey Park;Offer B;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Stayed;62;0;34.049172;-118.115022;1;61;47.19;28.0;88.1;5526.75;0.0;0;2878.59;8405.34;8;90.60245901639344;137.79245901639345;0.0;0.34247157164374076;;;Mailed Check
0125-LZQXK;Male;No;Big Oak Flat;Offer D;Yes;No;Yes;Fiber Optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Churned;42;0;37.818589;-120.256995;0;15;45.92;12.0;101.35;1553.95;0.0;0;688.8;2242.75;6;103.59666666666666;149.51666666666668;0.0;0.307122951733363;Attitude;Attitude of service provider;Bank Withdrawal
0128-MKWSG;Female;No;Stevenson Ranch;No;No;No;Yes;DSL;Yes;No;No;Yes;No;Yes;Yes;Yes;Month-to-Month;Stayed;51;2;34.364153;-118.615583;0;26;0.0;19.0;45.8;1147.0;0.0;0;0.0;1147.0;5;44.11538461538461;44.11538461538461;0.0;0.0;;;Credit Card
0129-KPTWJ;Male;Yes;North Highlands;No;Yes;No;Yes;Fiber Optic;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Stayed;39;0;38.671295;-121.388251;9;72;33.22;23.0;94.65;6747.35;0.0;0;2391.84;9139.19;5;93.71319444444445;126.93319444444445;0.0;0.26171247123651004;;;Bank Withdrawal
